"subject" "activity" "v1"
"7974" 5 "standing" 5
"7975" 5 "standing" 5
"7976" 5 "standing" 5
"7977" 5 "standing" 5
"7978" 5 "standing" 5
"7979" 5 "standing" 5
"7980" 5 "standing" 5
"7981" 5 "standing" 5
"7982" 5 "standing" 5
"7983" 5 "standing" 5
"7984" 5 "standing" 5
"7985" 5 "standing" 5
"7986" 5 "standing" 5
"7987" 5 "standing" 5
"7988" 5 "standing" 5
"7989" 5 "standing" 5
"7990" 5 "standing" 5
"7991" 5 "standing" 5
"7992" 5 "standing" 5
"7993" 5 "standing" 5
"7994" 4 "sitting" 4
"7995" 4 "sitting" 4
"7996" 4 "sitting" 4
"7997" 4 "sitting" 4
"7998" 4 "sitting" 4
"7999" 4 "sitting" 4
"8000" 4 "sitting" 4
"8001" 4 "sitting" 4
"8002" 4 "sitting" 4
"8003" 4 "sitting" 4
"8004" 4 "sitting" 4
"8005" 4 "sitting" 4
"8006" 4 "sitting" 4
"8007" 4 "sitting" 4
"8008" 4 "sitting" 4
"8009" 4 "sitting" 4
"8010" 4 "sitting" 4
"8011" 4 "sitting" 4
"8012" 4 "sitting" 4
"8013" 4 "sitting" 4
"8014" 4 "sitting" 4
"8015" 4 "sitting" 4
"8016" 4 "sitting" 4
"8017" 4 "sitting" 4
"8018" 4 "sitting" 4
"8019" 6 "laying" 6
"8020" 6 "laying" 6
"8021" 6 "laying" 6
"8022" 6 "laying" 6
"8023" 6 "laying" 6
"8024" 6 "laying" 6
"8025" 6 "laying" 6
"8026" 6 "laying" 6
"8027" 6 "laying" 6
"8028" 6 "laying" 6
"8029" 6 "laying" 6
"8030" 6 "laying" 6
"8031" 6 "laying" 6
"8032" 6 "laying" 6
"8033" 6 "laying" 6
"8034" 6 "laying" 6
"8035" 6 "laying" 6
"8036" 6 "laying" 6
"8037" 6 "laying" 6
"8038" 6 "laying" 6
"8039" 6 "laying" 6
"8040" 6 "laying" 6
"8041" 6 "laying" 6
"8042" 6 "laying" 6
"8043" 1 "walking" 1
"8044" 1 "walking" 1
"8045" 1 "walking" 1
"8046" 1 "walking" 1
"8047" 1 "walking" 1
"8048" 1 "walking" 1
"8049" 1 "walking" 1
"8050" 1 "walking" 1
"8051" 1 "walking" 1
"8052" 1 "walking" 1
"8053" 1 "walking" 1
"8054" 1 "walking" 1
"8055" 1 "walking" 1
"8056" 1 "walking" 1
"8057" 1 "walking" 1
"8058" 1 "walking" 1
"8059" 1 "walking" 1
"8060" 1 "walking" 1
"8061" 1 "walking" 1
"8062" 1 "walking" 1
"8063" 1 "walking" 1
"8064" 1 "walking" 1
"8065" 1 "walking" 1
"8066" 1 "walking" 1
"8067" 1 "walking" 1
"8068" 1 "walking" 1
"8069" 3 "walkingdownstairs" 3
"8070" 3 "walkingdownstairs" 3
"8071" 3 "walkingdownstairs" 3
"8072" 3 "walkingdownstairs" 3
"8073" 3 "walkingdownstairs" 3
"8074" 3 "walkingdownstairs" 3
"8075" 3 "walkingdownstairs" 3
"8076" 2 "walkingupstairs" 2
"8077" 2 "walkingupstairs" 2
"8078" 2 "walkingupstairs" 2
"8079" 2 "walkingupstairs" 2
"8080" 2 "walkingupstairs" 2
"8081" 2 "walkingupstairs" 2
"8082" 2 "walkingupstairs" 2
"8083" 2 "walkingupstairs" 2
"8084" 2 "walkingupstairs" 2
"8085" 2 "walkingupstairs" 2
"8086" 3 "walkingdownstairs" 3
"8087" 3 "walkingdownstairs" 3
"8088" 3 "walkingdownstairs" 3
"8089" 3 "walkingdownstairs" 3
"8090" 3 "walkingdownstairs" 3
"8091" 3 "walkingdownstairs" 3
"8092" 2 "walkingupstairs" 2
"8093" 2 "walkingupstairs" 2
"8094" 2 "walkingupstairs" 2
"8095" 2 "walkingupstairs" 2
"8096" 2 "walkingupstairs" 2
"8097" 2 "walkingupstairs" 2
"8098" 2 "walkingupstairs" 2
"8099" 2 "walkingupstairs" 2
"8100" 3 "walkingdownstairs" 3
"8101" 3 "walkingdownstairs" 3
"8102" 3 "walkingdownstairs" 3
"8103" 3 "walkingdownstairs" 3
"8104" 3 "walkingdownstairs" 3
"8105" 3 "walkingdownstairs" 3
"8106" 3 "walkingdownstairs" 3
"8107" 3 "walkingdownstairs" 3
"8108" 2 "walkingupstairs" 2
"8109" 2 "walkingupstairs" 2
"8110" 2 "walkingupstairs" 2
"8111" 2 "walkingupstairs" 2
"8112" 2 "walkingupstairs" 2
"8113" 2 "walkingupstairs" 2
"8114" 2 "walkingupstairs" 2
"8115" 2 "walkingupstairs" 2
"8116" 5 "standing" 5
"8117" 5 "standing" 5
"8118" 5 "standing" 5
"8119" 5 "standing" 5
"8120" 5 "standing" 5
"8121" 5 "standing" 5
"8122" 5 "standing" 5
"8123" 5 "standing" 5
"8124" 5 "standing" 5
"8125" 5 "standing" 5
"8126" 5 "standing" 5
"8127" 5 "standing" 5
"8128" 5 "standing" 5
"8129" 5 "standing" 5
"8130" 5 "standing" 5
"8131" 5 "standing" 5
"8132" 5 "standing" 5
"8133" 5 "standing" 5
"8134" 5 "standing" 5
"8135" 5 "standing" 5
"8136" 5 "standing" 5
"8137" 5 "standing" 5
"8138" 5 "standing" 5
"8139" 4 "sitting" 4
"8140" 4 "sitting" 4
"8141" 4 "sitting" 4
"8142" 4 "sitting" 4
"8143" 4 "sitting" 4
"8144" 4 "sitting" 4
"8145" 4 "sitting" 4
"8146" 4 "sitting" 4
"8147" 4 "sitting" 4
"8148" 4 "sitting" 4
"8149" 4 "sitting" 4
"8150" 4 "sitting" 4
"8151" 4 "sitting" 4
"8152" 4 "sitting" 4
"8153" 4 "sitting" 4
"8154" 4 "sitting" 4
"8155" 4 "sitting" 4
"8156" 4 "sitting" 4
"8157" 4 "sitting" 4
"8158" 4 "sitting" 4
"8159" 4 "sitting" 4
"8160" 4 "sitting" 4
"8161" 4 "sitting" 4
"8162" 4 "sitting" 4
"8163" 4 "sitting" 4
"8164" 6 "laying" 6
"8165" 6 "laying" 6
"8166" 6 "laying" 6
"8167" 6 "laying" 6
"8168" 6 "laying" 6
"8169" 6 "laying" 6
"8170" 6 "laying" 6
"8171" 6 "laying" 6
"8172" 6 "laying" 6
"8173" 6 "laying" 6
"8174" 6 "laying" 6
"8175" 6 "laying" 6
"8176" 6 "laying" 6
"8177" 6 "laying" 6
"8178" 6 "laying" 6
"8179" 6 "laying" 6
"8180" 6 "laying" 6
"8181" 6 "laying" 6
"8182" 6 "laying" 6
"8183" 6 "laying" 6
"8184" 6 "laying" 6
"8185" 6 "laying" 6
"8186" 6 "laying" 6
"8187" 6 "laying" 6
"8188" 6 "laying" 6
"8189" 6 "laying" 6
"8190" 1 "walking" 1
"8191" 1 "walking" 1
"8192" 1 "walking" 1
"8193" 1 "walking" 1
"8194" 1 "walking" 1
"8195" 1 "walking" 1
"8196" 1 "walking" 1
"8197" 1 "walking" 1
"8198" 1 "walking" 1
"8199" 1 "walking" 1
"8200" 1 "walking" 1
"8201" 1 "walking" 1
"8202" 1 "walking" 1
"8203" 1 "walking" 1
"8204" 1 "walking" 1
"8205" 1 "walking" 1
"8206" 1 "walking" 1
"8207" 1 "walking" 1
"8208" 1 "walking" 1
"8209" 1 "walking" 1
"8210" 1 "walking" 1
"8211" 1 "walking" 1
"8212" 1 "walking" 1
"8213" 1 "walking" 1
"8214" 1 "walking" 1
"8215" 1 "walking" 1
"8216" 3 "walkingdownstairs" 3
"8217" 3 "walkingdownstairs" 3
"8218" 3 "walkingdownstairs" 3
"8219" 3 "walkingdownstairs" 3
"8220" 3 "walkingdownstairs" 3
"8221" 3 "walkingdownstairs" 3
"8222" 3 "walkingdownstairs" 3
"8223" 3 "walkingdownstairs" 3
"8224" 3 "walkingdownstairs" 3
"8225" 3 "walkingdownstairs" 3
"8226" 3 "walkingdownstairs" 3
"8227" 3 "walkingdownstairs" 3
"8228" 3 "walkingdownstairs" 3
"8229" 3 "walkingdownstairs" 3
"8230" 2 "walkingupstairs" 2
"8231" 2 "walkingupstairs" 2
"8232" 2 "walkingupstairs" 2
"8233" 2 "walkingupstairs" 2
"8234" 2 "walkingupstairs" 2
"8235" 2 "walkingupstairs" 2
"8236" 2 "walkingupstairs" 2
"8237" 2 "walkingupstairs" 2
"8238" 2 "walkingupstairs" 2
"8239" 2 "walkingupstairs" 2
"8240" 2 "walkingupstairs" 2
"8241" 2 "walkingupstairs" 2
"8242" 2 "walkingupstairs" 2
"8243" 2 "walkingupstairs" 2
"8244" 2 "walkingupstairs" 2
"8245" 2 "walkingupstairs" 2
"8246" 2 "walkingupstairs" 2
"8247" 2 "walkingupstairs" 2
"8248" 2 "walkingupstairs" 2
"8249" 2 "walkingupstairs" 2
"8250" 2 "walkingupstairs" 2
"8251" 2 "walkingupstairs" 2
"8252" 2 "walkingupstairs" 2
"8253" 3 "walkingdownstairs" 3
"8254" 3 "walkingdownstairs" 3
"8255" 3 "walkingdownstairs" 3
"8256" 3 "walkingdownstairs" 3
"8257" 3 "walkingdownstairs" 3
"8258" 3 "walkingdownstairs" 3
"8259" 3 "walkingdownstairs" 3
"8260" 5 "standing" 5
"8261" 5 "standing" 5
"8262" 5 "standing" 5
"8263" 5 "standing" 5
"8264" 5 "standing" 5
"8265" 5 "standing" 5
"8266" 5 "standing" 5
"8267" 5 "standing" 5
"8268" 5 "standing" 5
"8269" 5 "standing" 5
"8270" 5 "standing" 5
"8271" 5 "standing" 5
"8272" 5 "standing" 5
"8273" 5 "standing" 5
"8274" 5 "standing" 5
"8275" 5 "standing" 5
"8276" 5 "standing" 5
"8277" 5 "standing" 5
"8278" 5 "standing" 5
"8279" 5 "standing" 5
"8280" 5 "standing" 5
"8281" 5 "standing" 5
"8282" 5 "standing" 5
"8283" 4 "sitting" 4
"8284" 4 "sitting" 4
"8285" 4 "sitting" 4
"8286" 4 "sitting" 4
"8287" 4 "sitting" 4
"8288" 4 "sitting" 4
"8289" 4 "sitting" 4
"8290" 4 "sitting" 4
"8291" 4 "sitting" 4
"8292" 4 "sitting" 4
"8293" 4 "sitting" 4
"8294" 4 "sitting" 4
"8295" 4 "sitting" 4
"8296" 4 "sitting" 4
"8297" 4 "sitting" 4
"8298" 4 "sitting" 4
"8299" 4 "sitting" 4
"8300" 4 "sitting" 4
"8301" 4 "sitting" 4
"8302" 4 "sitting" 4
"8303" 4 "sitting" 4
"8304" 4 "sitting" 4
"8305" 4 "sitting" 4
"8306" 4 "sitting" 4
"8307" 6 "laying" 6
"8308" 6 "laying" 6
"8309" 6 "laying" 6
"8310" 6 "laying" 6
"8311" 6 "laying" 6
"8312" 6 "laying" 6
"8313" 6 "laying" 6
"8314" 6 "laying" 6
"8315" 6 "laying" 6
"8316" 6 "laying" 6
"8317" 6 "laying" 6
"8318" 6 "laying" 6
"8319" 6 "laying" 6
"8320" 6 "laying" 6
"8321" 6 "laying" 6
"8322" 6 "laying" 6
"8323" 6 "laying" 6
"8324" 6 "laying" 6
"8325" 6 "laying" 6
"8326" 6 "laying" 6
"8327" 6 "laying" 6
"8328" 6 "laying" 6
"8329" 6 "laying" 6
"8330" 6 "laying" 6
"8331" 6 "laying" 6
"8332" 6 "laying" 6
"8333" 6 "laying" 6
"8334" 6 "laying" 6
"8335" 6 "laying" 6
"8336" 6 "laying" 6
"8337" 6 "laying" 6
"8338" 1 "walking" 1
"8339" 1 "walking" 1
"8340" 1 "walking" 1
"8341" 1 "walking" 1
"8342" 1 "walking" 1
"8343" 1 "walking" 1
"8344" 1 "walking" 1
"8345" 1 "walking" 1
"8346" 1 "walking" 1
"8347" 1 "walking" 1
"8348" 1 "walking" 1
"8349" 1 "walking" 1
"8350" 1 "walking" 1
"8351" 1 "walking" 1
"8352" 1 "walking" 1
"8353" 1 "walking" 1
"8354" 1 "walking" 1
"8355" 1 "walking" 1
"8356" 1 "walking" 1
"8357" 1 "walking" 1
"8358" 1 "walking" 1
"8359" 1 "walking" 1
"8360" 1 "walking" 1
"8361" 1 "walking" 1
"8362" 1 "walking" 1
"8363" 1 "walking" 1
"8364" 1 "walking" 1
"8365" 3 "walkingdownstairs" 3
"8366" 3 "walkingdownstairs" 3
"8367" 3 "walkingdownstairs" 3
"8368" 3 "walkingdownstairs" 3
"8369" 3 "walkingdownstairs" 3
"8370" 3 "walkingdownstairs" 3
"8371" 3 "walkingdownstairs" 3
"8372" 3 "walkingdownstairs" 3
"8373" 3 "walkingdownstairs" 3
"8374" 3 "walkingdownstairs" 3
"8375" 3 "walkingdownstairs" 3
"8376" 3 "walkingdownstairs" 3
"8377" 3 "walkingdownstairs" 3
"8378" 3 "walkingdownstairs" 3
"8379" 3 "walkingdownstairs" 3
"8380" 3 "walkingdownstairs" 3
"8381" 3 "walkingdownstairs" 3
"8382" 3 "walkingdownstairs" 3
"8383" 3 "walkingdownstairs" 3
"8384" 2 "walkingupstairs" 2
"8385" 2 "walkingupstairs" 2
"8386" 2 "walkingupstairs" 2
"8387" 2 "walkingupstairs" 2
"8388" 2 "walkingupstairs" 2
"8389" 2 "walkingupstairs" 2
"8390" 2 "walkingupstairs" 2
"8391" 2 "walkingupstairs" 2
"8392" 2 "walkingupstairs" 2
"8393" 2 "walkingupstairs" 2
"8394" 2 "walkingupstairs" 2
"8395" 2 "walkingupstairs" 2
"8396" 2 "walkingupstairs" 2
"8397" 2 "walkingupstairs" 2
"8398" 2 "walkingupstairs" 2
"8399" 2 "walkingupstairs" 2
"8400" 2 "walkingupstairs" 2
"8401" 2 "walkingupstairs" 2
"8402" 2 "walkingupstairs" 2
"8403" 2 "walkingupstairs" 2
"8404" 2 "walkingupstairs" 2
"8405" 2 "walkingupstairs" 2
"8406" 2 "walkingupstairs" 2
"8407" 5 "standing" 5
"8408" 5 "standing" 5
"8409" 5 "standing" 5
"8410" 5 "standing" 5
"8411" 5 "standing" 5
"8412" 5 "standing" 5
"8413" 5 "standing" 5
"8414" 5 "standing" 5
"8415" 5 "standing" 5
"8416" 5 "standing" 5
"8417" 5 "standing" 5
"8418" 5 "standing" 5
"8419" 5 "standing" 5
"8420" 5 "standing" 5
"8421" 5 "standing" 5
"8422" 5 "standing" 5
"8423" 5 "standing" 5
"8424" 5 "standing" 5
"8425" 5 "standing" 5
"8426" 5 "standing" 5
"8427" 5 "standing" 5
"8428" 4 "sitting" 4
"8429" 4 "sitting" 4
"8430" 4 "sitting" 4
"8431" 4 "sitting" 4
"8432" 4 "sitting" 4
"8433" 4 "sitting" 4
"8434" 4 "sitting" 4
"8435" 4 "sitting" 4
"8436" 4 "sitting" 4
"8437" 4 "sitting" 4
"8438" 4 "sitting" 4
"8439" 4 "sitting" 4
"8440" 4 "sitting" 4
"8441" 4 "sitting" 4
"8442" 4 "sitting" 4
"8443" 4 "sitting" 4
"8444" 4 "sitting" 4
"8445" 4 "sitting" 4
"8446" 4 "sitting" 4
"8447" 4 "sitting" 4
"8448" 4 "sitting" 4
"8449" 4 "sitting" 4
"8450" 4 "sitting" 4
"8451" 4 "sitting" 4
"8452" 4 "sitting" 4
"8453" 4 "sitting" 4
"8454" 4 "sitting" 4
"8455" 4 "sitting" 4
"8456" 4 "sitting" 4
"8457" 4 "sitting" 4
"8458" 6 "laying" 6
"8459" 6 "laying" 6
"8460" 6 "laying" 6
"8461" 6 "laying" 6
"8462" 6 "laying" 6
"8463" 6 "laying" 6
"8464" 6 "laying" 6
"8465" 6 "laying" 6
"8466" 6 "laying" 6
"8467" 6 "laying" 6
"8468" 6 "laying" 6
"8469" 6 "laying" 6
"8470" 6 "laying" 6
"8471" 6 "laying" 6
"8472" 6 "laying" 6
"8473" 6 "laying" 6
"8474" 6 "laying" 6
"8475" 6 "laying" 6
"8476" 6 "laying" 6
"8477" 6 "laying" 6
"8478" 6 "laying" 6
"8479" 6 "laying" 6
"8480" 6 "laying" 6
"8481" 6 "laying" 6
"8482" 6 "laying" 6
"8483" 6 "laying" 6
"8484" 6 "laying" 6
"8485" 1 "walking" 1
"8486" 1 "walking" 1
"8487" 1 "walking" 1
"8488" 1 "walking" 1
"8489" 1 "walking" 1
"8490" 1 "walking" 1
"8491" 1 "walking" 1
"8492" 1 "walking" 1
"8493" 1 "walking" 1
"8494" 1 "walking" 1
"8495" 1 "walking" 1
"8496" 1 "walking" 1
"8497" 1 "walking" 1
"8498" 1 "walking" 1
"8499" 1 "walking" 1
"8500" 1 "walking" 1
"8501" 1 "walking" 1
"8502" 1 "walking" 1
"8503" 1 "walking" 1
"8504" 1 "walking" 1
"8505" 1 "walking" 1
"8506" 1 "walking" 1
"8507" 1 "walking" 1
"8508" 1 "walking" 1
"8509" 1 "walking" 1
"8510" 1 "walking" 1
"8511" 3 "walkingdownstairs" 3
"8512" 3 "walkingdownstairs" 3
"8513" 3 "walkingdownstairs" 3
"8514" 3 "walkingdownstairs" 3
"8515" 3 "walkingdownstairs" 3
"8516" 3 "walkingdownstairs" 3
"8517" 3 "walkingdownstairs" 3
"8518" 3 "walkingdownstairs" 3
"8519" 3 "walkingdownstairs" 3
"8520" 3 "walkingdownstairs" 3
"8521" 3 "walkingdownstairs" 3
"8522" 3 "walkingdownstairs" 3
"8523" 3 "walkingdownstairs" 3
"8524" 3 "walkingdownstairs" 3
"8525" 3 "walkingdownstairs" 3
"8526" 3 "walkingdownstairs" 3
"8527" 3 "walkingdownstairs" 3
"8528" 3 "walkingdownstairs" 3
"8529" 3 "walkingdownstairs" 3
"8530" 2 "walkingupstairs" 2
"8531" 2 "walkingupstairs" 2
"8532" 2 "walkingupstairs" 2
"8533" 2 "walkingupstairs" 2
"8534" 2 "walkingupstairs" 2
"8535" 2 "walkingupstairs" 2
"8536" 2 "walkingupstairs" 2
"8537" 2 "walkingupstairs" 2
"8538" 2 "walkingupstairs" 2
"8539" 2 "walkingupstairs" 2
"8540" 2 "walkingupstairs" 2
"8541" 2 "walkingupstairs" 2
"8542" 2 "walkingupstairs" 2
"8543" 2 "walkingupstairs" 2
"8544" 2 "walkingupstairs" 2
"8545" 2 "walkingupstairs" 2
"8546" 2 "walkingupstairs" 2
"8547" 2 "walkingupstairs" 2
"8548" 2 "walkingupstairs" 2
"8549" 2 "walkingupstairs" 2
"8550" 2 "walkingupstairs" 2
"8551" 2 "walkingupstairs" 2
"8552" 2 "walkingupstairs" 2
"8553" 2 "walkingupstairs" 2
"8554" 5 "standing" 5
"8555" 5 "standing" 5
"8556" 5 "standing" 5
"8557" 5 "standing" 5
"8558" 5 "standing" 5
"8559" 5 "standing" 5
"8560" 5 "standing" 5
"8561" 5 "standing" 5
"8562" 5 "standing" 5
"8563" 5 "standing" 5
"8564" 5 "standing" 5
"8565" 5 "standing" 5
"8566" 5 "standing" 5
"8567" 5 "standing" 5
"8568" 5 "standing" 5
"8569" 5 "standing" 5
"8570" 5 "standing" 5
"8571" 5 "standing" 5
"8572" 5 "standing" 5
"8573" 5 "standing" 5
"8574" 5 "standing" 5
"8575" 5 "standing" 5
"8576" 5 "standing" 5
"8577" 5 "standing" 5
"8578" 5 "standing" 5
"8579" 5 "standing" 5
"8580" 5 "standing" 5
"8581" 4 "sitting" 4
"8582" 4 "sitting" 4
"8583" 4 "sitting" 4
"8584" 4 "sitting" 4
"8585" 4 "sitting" 4
"8586" 4 "sitting" 4
"8587" 4 "sitting" 4
"8588" 4 "sitting" 4
"8589" 4 "sitting" 4
"8590" 4 "sitting" 4
"8591" 4 "sitting" 4
"8592" 4 "sitting" 4
"8593" 4 "sitting" 4
"8594" 4 "sitting" 4
"8595" 4 "sitting" 4
"8596" 4 "sitting" 4
"8597" 4 "sitting" 4
"8598" 4 "sitting" 4
"8599" 4 "sitting" 4
"8600" 4 "sitting" 4
"8601" 4 "sitting" 4
"8602" 4 "sitting" 4
"8603" 4 "sitting" 4
"8604" 4 "sitting" 4
"8605" 4 "sitting" 4
"8606" 4 "sitting" 4
"8607" 4 "sitting" 4
"8608" 4 "sitting" 4
"8609" 6 "laying" 6
"8610" 6 "laying" 6
"8611" 6 "laying" 6
"8612" 6 "laying" 6
"8613" 6 "laying" 6
"8614" 6 "laying" 6
"8615" 6 "laying" 6
"8616" 6 "laying" 6
"8617" 6 "laying" 6
"8618" 6 "laying" 6
"8619" 6 "laying" 6
"8620" 6 "laying" 6
"8621" 6 "laying" 6
"8622" 6 "laying" 6
"8623" 6 "laying" 6
"8624" 6 "laying" 6
"8625" 6 "laying" 6
"8626" 6 "laying" 6
"8627" 6 "laying" 6
"8628" 6 "laying" 6
"8629" 6 "laying" 6
"8630" 6 "laying" 6
"8631" 6 "laying" 6
"8632" 6 "laying" 6
"8633" 6 "laying" 6
"8634" 6 "laying" 6
"8635" 6 "laying" 6
"8636" 1 "walking" 1
"8637" 1 "walking" 1
"8638" 1 "walking" 1
"8639" 1 "walking" 1
"8640" 1 "walking" 1
"8641" 1 "walking" 1
"8642" 1 "walking" 1
"8643" 1 "walking" 1
"8644" 1 "walking" 1
"8645" 1 "walking" 1
"8646" 1 "walking" 1
"8647" 1 "walking" 1
"8648" 1 "walking" 1
"8649" 1 "walking" 1
"8650" 1 "walking" 1
"8651" 1 "walking" 1
"8652" 1 "walking" 1
"8653" 1 "walking" 1
"8654" 1 "walking" 1
"8655" 1 "walking" 1
"8656" 1 "walking" 1
"8657" 1 "walking" 1
"8658" 1 "walking" 1
"8659" 1 "walking" 1
"8660" 1 "walking" 1
"8661" 1 "walking" 1
"8662" 1 "walking" 1
"8663" 3 "walkingdownstairs" 3
"8664" 3 "walkingdownstairs" 3
"8665" 3 "walkingdownstairs" 3
"8666" 3 "walkingdownstairs" 3
"8667" 3 "walkingdownstairs" 3
"8668" 3 "walkingdownstairs" 3
"8669" 3 "walkingdownstairs" 3
"8670" 3 "walkingdownstairs" 3
"8671" 3 "walkingdownstairs" 3
"8672" 3 "walkingdownstairs" 3
"8673" 3 "walkingdownstairs" 3
"8674" 3 "walkingdownstairs" 3
"8675" 3 "walkingdownstairs" 3
"8676" 3 "walkingdownstairs" 3
"8677" 3 "walkingdownstairs" 3
"8678" 3 "walkingdownstairs" 3
"8679" 3 "walkingdownstairs" 3
"8680" 3 "walkingdownstairs" 3
"8681" 3 "walkingdownstairs" 3
"8682" 3 "walkingdownstairs" 3
"8683" 3 "walkingdownstairs" 3
"8684" 3 "walkingdownstairs" 3
"8685" 3 "walkingdownstairs" 3
"8686" 3 "walkingdownstairs" 3
"8687" 3 "walkingdownstairs" 3
"8688" 2 "walkingupstairs" 2
"8689" 2 "walkingupstairs" 2
"8690" 2 "walkingupstairs" 2
"8691" 2 "walkingupstairs" 2
"8692" 2 "walkingupstairs" 2
"8693" 2 "walkingupstairs" 2
"8694" 2 "walkingupstairs" 2
"8695" 2 "walkingupstairs" 2
"8696" 2 "walkingupstairs" 2
"8697" 2 "walkingupstairs" 2
"8698" 2 "walkingupstairs" 2
"8699" 2 "walkingupstairs" 2
"8700" 2 "walkingupstairs" 2
"8701" 2 "walkingupstairs" 2
"8702" 2 "walkingupstairs" 2
"8703" 2 "walkingupstairs" 2
"8704" 2 "walkingupstairs" 2
"8705" 2 "walkingupstairs" 2
"8706" 2 "walkingupstairs" 2
"8707" 2 "walkingupstairs" 2
"8708" 2 "walkingupstairs" 2
"8709" 2 "walkingupstairs" 2
"8710" 2 "walkingupstairs" 2
"8711" 2 "walkingupstairs" 2
"8712" 2 "walkingupstairs" 2
"8713" 2 "walkingupstairs" 2
"8714" 2 "walkingupstairs" 2
"8715" 5 "standing" 5
"8716" 5 "standing" 5
"8717" 5 "standing" 5
"8718" 5 "standing" 5
"8719" 5 "standing" 5
"8720" 5 "standing" 5
"8721" 5 "standing" 5
"8722" 5 "standing" 5
"8723" 5 "standing" 5
"8724" 5 "standing" 5
"8725" 5 "standing" 5
"8726" 5 "standing" 5
"8727" 5 "standing" 5
"8728" 5 "standing" 5
"8729" 5 "standing" 5
"8730" 5 "standing" 5
"8731" 5 "standing" 5
"8732" 5 "standing" 5
"8733" 5 "standing" 5
"8734" 5 "standing" 5
"8735" 5 "standing" 5
"8736" 5 "standing" 5
"8737" 5 "standing" 5
"8738" 5 "standing" 5
"8739" 5 "standing" 5
"8740" 5 "standing" 5
"8741" 5 "standing" 5
"8742" 5 "standing" 5
"8743" 5 "standing" 5
"8744" 5 "standing" 5
"8745" 5 "standing" 5
"8746" 5 "standing" 5
"8747" 5 "standing" 5
"8748" 5 "standing" 5
"8749" 4 "sitting" 4
"8750" 4 "sitting" 4
"8751" 4 "sitting" 4
"8752" 4 "sitting" 4
"8753" 4 "sitting" 4
"8754" 4 "sitting" 4
"8755" 4 "sitting" 4
"8756" 4 "sitting" 4
"8757" 4 "sitting" 4
"8758" 4 "sitting" 4
"8759" 4 "sitting" 4
"8760" 4 "sitting" 4
"8761" 4 "sitting" 4
"8762" 4 "sitting" 4
"8763" 4 "sitting" 4
"8764" 4 "sitting" 4
"8765" 4 "sitting" 4
"8766" 4 "sitting" 4
"8767" 4 "sitting" 4
"8768" 4 "sitting" 4
"8769" 4 "sitting" 4
"8770" 4 "sitting" 4
"8771" 4 "sitting" 4
"8772" 6 "laying" 6
"8773" 6 "laying" 6
"8774" 6 "laying" 6
"8775" 6 "laying" 6
"8776" 6 "laying" 6
"8777" 6 "laying" 6
"8778" 6 "laying" 6
"8779" 6 "laying" 6
"8780" 6 "laying" 6
"8781" 6 "laying" 6
"8782" 6 "laying" 6
"8783" 6 "laying" 6
"8784" 6 "laying" 6
"8785" 6 "laying" 6
"8786" 6 "laying" 6
"8787" 6 "laying" 6
"8788" 6 "laying" 6
"8789" 6 "laying" 6
"8790" 6 "laying" 6
"8791" 6 "laying" 6
"8792" 6 "laying" 6
"8793" 6 "laying" 6
"8794" 6 "laying" 6
"8795" 6 "laying" 6
"8796" 6 "laying" 6
"8797" 6 "laying" 6
"8798" 6 "laying" 6
"8799" 6 "laying" 6
"8800" 6 "laying" 6
"8801" 6 "laying" 6
"8802" 6 "laying" 6
"8803" 6 "laying" 6
"8804" 6 "laying" 6
"8805" 1 "walking" 1
"8806" 1 "walking" 1
"8807" 1 "walking" 1
"8808" 1 "walking" 1
"8809" 1 "walking" 1
"8810" 1 "walking" 1
"8811" 1 "walking" 1
"8812" 1 "walking" 1
"8813" 1 "walking" 1
"8814" 1 "walking" 1
"8815" 1 "walking" 1
"8816" 1 "walking" 1
"8817" 1 "walking" 1
"8818" 1 "walking" 1
"8819" 1 "walking" 1
"8820" 1 "walking" 1
"8821" 1 "walking" 1
"8822" 1 "walking" 1
"8823" 1 "walking" 1
"8824" 1 "walking" 1
"8825" 1 "walking" 1
"8826" 1 "walking" 1
"8827" 1 "walking" 1
"8828" 3 "walkingdownstairs" 3
"8829" 3 "walkingdownstairs" 3
"8830" 3 "walkingdownstairs" 3
"8831" 3 "walkingdownstairs" 3
"8832" 3 "walkingdownstairs" 3
"8833" 3 "walkingdownstairs" 3
"8834" 3 "walkingdownstairs" 3
"8835" 3 "walkingdownstairs" 3
"8836" 3 "walkingdownstairs" 3
"8837" 3 "walkingdownstairs" 3
"8838" 3 "walkingdownstairs" 3
"8839" 3 "walkingdownstairs" 3
"8840" 3 "walkingdownstairs" 3
"8841" 3 "walkingdownstairs" 3
"8842" 3 "walkingdownstairs" 3
"8843" 3 "walkingdownstairs" 3
"8844" 3 "walkingdownstairs" 3
"8845" 3 "walkingdownstairs" 3
"8846" 3 "walkingdownstairs" 3
"8847" 3 "walkingdownstairs" 3
"8848" 3 "walkingdownstairs" 3
"8849" 2 "walkingupstairs" 2
"8850" 2 "walkingupstairs" 2
"8851" 2 "walkingupstairs" 2
"8852" 2 "walkingupstairs" 2
"8853" 2 "walkingupstairs" 2
"8854" 2 "walkingupstairs" 2
"8855" 2 "walkingupstairs" 2
"8856" 2 "walkingupstairs" 2
"8857" 2 "walkingupstairs" 2
"8858" 2 "walkingupstairs" 2
"8859" 2 "walkingupstairs" 2
